city,state,guide_title,guide_slug,cover_image_url,manual_intro,position,app_variant,place_position,place_name,place_description,place_image_url,navigation_link,lat,lng
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,0,Lake Mountain Alpine Resort,"Melbourne-side alpine resort built around snow play, cross-country skiing and first-timer winter days. Best time: June to late September, with July and August usually the strongest snow window. Check the daily snow, road and resort operations update before driving.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-01-lake-mountain-alpine-resort.jpg,"https://maps.google.com/?q=-37.504444,145.882222",-37.504444,145.882222
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,1,Mt Donna Buang Summit,A close natural-snow summit near Warburton for simple snow play after cold winter systems. Best time: after winter cold snaps or fresh snow reports; snow is occasional and not guaranteed. Expect crowds and changing road conditions on fresh-snow weekends.,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-02-mt-donna-buang-summit.jpg,"https://maps.google.com/?q=-37.706389,145.681111",-37.706389,145.681111
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,2,Mt Baw Baw Alpine Resort,"Compact downhill and snow-play resort with beginner-friendly terrain, tobogganing and family appeal. Best time: June to late September, with July and August usually the strongest snow window. Lift, road and toboggan-area availability stay weather dependent.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-03-mt-baw-baw-alpine-resort.jpg,"https://maps.google.com/?q=-37.839444,146.275833",-37.839444,146.275833
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,3,Mt Buller,"Major full-service Victorian alpine resort with village stays, lifts, lessons and snow play. Best time: June to late September, with July and August usually the strongest snow window. Winter entry, parking and chain rules apply during declared season.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-04-mt-buller.jpg,"https://maps.google.com/?q=-37.145278,146.426111",-37.145278,146.426111
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,4,Mt Stirling Snow Play Area,"Quieter Buller-adjacent snow-play and cross-country touring area with a nature-first feel. Best time: June to late September, with July and August usually the strongest snow window. Carry chains in season and check whether the snow-play areas are operating.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-05-mt-stirling-snow-play-area.jpg,"https://maps.google.com/?q=-37.126000,146.492000",-37.126,146.492
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,5,Mt Buffalo / Dingo Dell,"National-park snow-play area with tobogganing and classic snow-gum scenery after good falls. Best time: June to late September, with July and August usually the strongest snow window. Less structured than a resort, so confirm road and snow conditions before leaving.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-06-mt-buffalo-dingo-dell.jpg,"https://maps.google.com/?q=-36.730000,146.790000",-36.73,146.79
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,6,Falls Creek Alpine Resort,"Large Victorian alpine resort known for reliable snow cover, village stays, downhill terrain and cross-country trails. Best time: June to late September, with July and August usually the strongest snow window. Check current snow reports, road status, parking and chain requirements.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-07-falls-creek-alpine-resort.jpg,"https://maps.google.com/?q=-36.865000,147.273000",-36.865,147.273
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,7,Dinner Plain,"Relaxed alpine village with snow play, tobogganing and easy pairing with the Hotham corridor. Best time: June to late September, with July and August usually the strongest snow window. Best used as a village base or Hotham add-on rather than a large downhill resort.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-08-dinner-plain.jpg,"https://maps.google.com/?q=-37.030000,147.278889",-37.03,147.278889
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,8,Mt Hotham,"High-altitude Victorian resort with strong snow culture, ski terrain and nearby snow-play options. Best time: June to late September, with July and August usually the strongest snow window. Weather, alpine roads and chain rules are essential planning checks.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-09-mt-hotham.jpg,"https://maps.google.com/?q=-36.975278,147.132778",-36.975278,147.132778
Melbourne,VIC,Top 10 Snow Spots in Melbourne,top-10-snow-spots-in-melbourne,https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/cover.jpg,"This Melbourne guide focuses on Victoria's strongest snow-play, ski-resort and high-country options, from close day trips to bigger alpine weekends. Check live snow, road and chain updates before travelling, especially around fresh falls.",0,all,9,Bogong High Plains,"Expansive Victorian high-country terrain suited to cross-country skiing, snowshoeing and experienced winter touring. Best time: June to late September, with July and August usually the strongest snow window. Treat as weather-exposed backcountry and plan conservatively.",https://pcgdqsdiidtiziypvqri.supabase.co/storage/v1/object/public/make-1d591b90-guide-assets/city-guides/top-10-snow-spots-in-melbourne/place-10-bogong-high-plains.jpg,"https://maps.google.com/?q=-36.950000,147.340000",-36.95,147.34
